aa	af:Afar	af-NA:Afar	am:አፋርኛ	ar:الأفارية	ar-AE:الأفارية	ar-BH:الأفارية	ar-DJ:الأفارية	ar-DZ:الأفارية	ar-EG:الأفارية	ar-EH:الأفارية	ar-ER:الأفارية	ar-IL:الأفارية	ar-IQ:الأفارية	ar-JO:الأفارية	ar-KM:الأفارية	ar-KW:الأفارية	ar-LB:الأفارية	ar-LY:الأفارية	ar-MA:الأفارية	ar-MR:الأفارية
lfn	ast:lingua franca nova	br:lingua franca nova	cs:lingua franca nova	de:Lingua Franca Nova	de-AT:Lingua Franca Nova	de-BE:Lingua Franca Nova	de-CH:Lingua Franca Nova	de-IT:Lingua Franca Nova	de-LI:Lingua Franca Nova	de-LU:Lingua Franca Nova	en:Lingua Franca Nova	en-001:Lingua Franca Nova	en-150:Lingua Franca Nova	en-AE:Lingua Franca Nova	en-AG:Lingua Franca Nova	en-AI:Lingua Franca Nova	en-AS:Lingua Franca Nova	en-AT:Lingua Franca Nova	en-AU:Lingua Franca Nova	en-BB:Lingua Franca Nova
lg	af:Ganda	af-NA:Ganda	am:ጋንዳኛ	ar:الغاندا	ar-AE:الغاندا	ar-BH:الغاندا	ar-DJ:الغاندا	ar-DZ:الغاندا	ar-EG:الغاندا	ar-EH:الغاندا	ar-ER:الغاندا	ar-IL:الغاندا	ar-IQ:الغاندا	ar-JO:الغاندا	ar-KM:الغاندا	ar-KW:الغاندا	ar-LB:الغاندا	ar-LY:الغاندا	ar-MA:الغاندا	ar-MR:الغاندا
li	af:Limburgs	af-NA:Limburgs	am:ሊምቡርጊሽ	ar:الليمبورغية	ar-AE:الليمبورغية	ar-BH:الليمبورغية	ar-DJ:الليمبورغية	ar-DZ:الليمبورغية	ar-EG:الليمبورغية	ar-EH:الليمبورغية	ar-ER:الليمبورغية	ar-IL:الليمبورغية	ar-IQ:الليمبورغية	ar-JO:الليمبورغية	ar-KM:الليمبورغية	ar-KW:الليمبورغية	ar-LB:الليمبورغية	ar-LY:الليمبورغية	ar-MA:الليمبورغية	ar-MR:الليمبورغية
lij	af:Liguries	af-NA:Liguries	ak:Liguria kasa	am:ሊጓሪያኛ	ar:الليغورية	ar-AE:الليغورية	ar-BH:الليغورية	ar-DJ:الليغورية	ar-DZ:الليغورية	ar-EG:الليغورية	ar-EH:الليغورية	ar-ER:الليغورية	ar-IL:الليغورية	ar-IQ:الليغورية	ar-JO:الليغورية	ar-KM:الليغورية	ar-KW:الليغورية	ar-LB:الليغورية	ar-LY:الليغورية	ar-MA:الليغورية
lil	af:Lillooet	af-NA:Lillooet	am:ሊሎኤት	ar:الليلويتية	ar-AE:الليلويتية	ar-BH:الليلويتية	ar-DJ:الليلويتية	ar-DZ:الليلويتية	ar-EG:الليلويتية	ar-EH:الليلويتية	ar-ER:الليلويتية	ar-IL:الليلويتية	ar-IQ:الليلويتية	ar-JO:الليلويتية	ar-KM:الليلويتية	ar-KW:الليلويتية	ar-LB:الليلويتية	ar-LY:الليلويتية	ar-MA:الليلويتية	ar-MR:الليلويتية
liv	ast:livonianu	cs:livonština	de:Livisch	de-AT:Livisch	de-BE:Livisch	de-CH:Livisch	de-IT:Livisch	de-LI:Livisch	de-LU:Livisch	en:Livonian	en-001:Livonian	en-150:Livonian	en-AE:Livonian	en-AG:Livonian	en-AI:Livonian	en-AS:Livonian	en-AT:Livonian	en-AU:Livonian	en-BB:Livonian	en-BE:Livonian
lkt	af:Lakota	af-NA:Lakota	am:ላኮታ	ar:لاكوتا	ar-AE:لاكوتا	ar-BH:لاكوتا	ar-DJ:لاكوتا	ar-DZ:لاكوتا	ar-EG:لاكوتا	ar-EH:لاكوتا	ar-ER:لاكوتا	ar-IL:لاكوتا	ar-IQ:لاكوتا	ar-JO:لاكوتا	ar-KM:لاكوتا	ar-KW:لاكوتا	ar-LB:لاكوتا	ar-LY:لاكوتا	ar-MA:لاكوتا	ar-MR:لاكوتا
lld	ba:ладин	bal-Latn:Ladin	blo:Laɖɛŋ kagɩja	cs:ladinština	cv:ладин чӗлхи	eo:ladina	et:ladiini	fi:ladin	gd:Ladainis	ia:ladino	ig:ID	it:ladino	it-CH:ladino	it-SM:ladino	it-VA:ladino	kk:ладин тілі	kk-Arab:لادينو ءتىلى	kk-Cyrl:ладин тілі	kk-KZ:ладин тілі	ku:ladînî
lmo	af:Lombardies	af-NA:Lombardies	ak:Lombad kasa	am:ሎምባርድኛ	ar:اللومبردية	ar-AE:اللومبردية	ar-BH:اللومبردية	ar-DJ:اللومبردية	ar-DZ:اللومبردية	ar-EG:اللومبردية	ar-EH:اللومبردية	ar-ER:اللومبردية	ar-IL:اللومبردية	ar-IQ:اللومبردية	ar-JO:اللومبردية	ar-KM:اللومبردية	ar-KW:اللومبردية	ar-LB:اللومبردية	ar-LY:اللومبردية	ar-MA:اللومبردية
ln	af:Lingaals	af-NA:Lingaals	am:ሊንጋላ	ar:اللينجالا	ar-AE:اللينجالا	ar-BH:اللينجالا	ar-DJ:اللينجالا	ar-DZ:اللينجالا	ar-EG:اللينجالا	ar-EH:اللينجالا	ar-ER:اللينجالا	ar-IL:اللينجالا	ar-IQ:اللينجالا	ar-JO:اللينجالا	ar-KM:اللينجالا	ar-KW:اللينجالا	ar-LB:اللينجالا	ar-LY:اللينجالا	ar-MA:اللينجالا	ar-MR:اللينجالا
lo	af:Lao	af-NA:Lao	ak:Lawo kasa	am:ላኦኛ	ar:اللاوية	ar-AE:اللاوية	ar-BH:اللاوية	ar-DJ:اللاوية	ar-DZ:اللاوية	ar-EG:اللاوية	ar-EH:اللاوية	ar-ER:اللاوية	ar-IL:اللاوية	ar-IQ:اللاوية	ar-JO:اللاوية	ar-KM:اللاوية	ar-KW:اللاوية	ar-LB:اللاوية	ar-LY:اللاوو	ar-MA:اللاوية
lol	ar:منغولى	ar-AE:منغولى	ar-BH:منغولى	ar-DJ:منغولى	ar-DZ:منغولى	ar-EG:منغولى	ar-EH:منغولى	ar-ER:منغولى	ar-IL:منغولى	ar-IQ:منغولى	ar-JO:منغولى	ar-KM:منغولى	ar-KW:منغولى	ar-LB:منغولى	ar-LY:منغولى	ar-MA:منغولى	ar-MR:منغولى	ar-OM:منغولى	ar-PS:منغولى	ar-QA:منغولى
lou	af:Louisiana Kreool	af-NA:Louisiana Kreool	am:ሉዊዚያና ክሬኦል	ar:الكريولية اللويزيانية	ar-AE:الكريولية اللويزيانية	ar-BH:الكريولية اللويزيانية	ar-DJ:الكريولية اللويزيانية	ar-DZ:الكريولية اللويزيانية	ar-EG:الكريولية اللويزيانية	ar-EH:الكريولية اللويزيانية	ar-ER:الكريولية اللويزيانية	ar-IL:الكريولية اللويزيانية	ar-IQ:الكريولية اللويزيانية	ar-JO:الكريولية اللويزيانية	ar-KM:الكريولية اللويزيانية	ar-KW:الكريولية اللويزيانية	ar-LB:الكريولية اللويزيانية	ar-LY:الكريولية اللويزيانية	ar-MA:الكريولية اللويزيانية	ar-MR:الكريولية اللويزيانية
loz	af:Lozi	af-NA:Lozi	am:ሎዚ	ar:اللوزي	ar-AE:اللوزي	ar-BH:اللوزي	ar-DJ:اللوزي	ar-DZ:اللوزي	ar-EG:اللوزي	ar-EH:اللوزي	ar-ER:اللوزي	ar-IL:اللوزي	ar-IQ:اللوزي	ar-JO:اللوزي	ar-KM:اللوزي	ar-KW:اللوزي	ar-LB:اللوزي	ar-LY:اللوزي	ar-MA:اللوزي	ar-MR:اللوزي
lrc	af:Noord-Luri	af-NA:Noord-Luri	am:ሰሜናዊ ሉሪ	ar:اللرية الشمالية	ar-AE:اللرية الشمالية	ar-BH:اللرية الشمالية	ar-DJ:اللرية الشمالية	ar-DZ:اللرية الشمالية	ar-EG:اللرية الشمالية	ar-EH:اللرية الشمالية	ar-ER:اللرية الشمالية	ar-IL:اللرية الشمالية	ar-IQ:اللرية الشمالية	ar-JO:اللرية الشمالية	ar-KM:اللرية الشمالية	ar-KW:اللرية الشمالية	ar-LB:اللرية الشمالية	ar-LY:اللرية الشمالية	ar-MA:اللرية الشمالية	ar-MR:اللرية الشمالية
lsm	af:Saamia	af-NA:Saamia	am:ሳሚያ	ar:الساميا	ar-AE:الساميا	ar-BH:الساميا	ar-DJ:الساميا	ar-DZ:الساميا	ar-EG:الساميا	ar-EH:الساميا	ar-ER:الساميا	ar-IL:الساميا	ar-IQ:الساميا	ar-JO:الساميا	ar-KM:الساميا	ar-KW:الساميا	ar-LB:الساميا	ar-LY:الساميا	ar-MA:الساميا	ar-MR:الساميا
lt	af:Litaus	af-NA:Litaus	ak:Lituania kasa	am:ሊቱዌንያኛ	ar:الليتوانية	ar-AE:الليتوانية	ar-BH:الليتوانية	ar-DJ:الليتوانية	ar-DZ:الليتوانية	ar-EG:الليتوانية	ar-EH:الليتوانية	ar-ER:الليتوانية	ar-IL:الليتوانية	ar-IQ:الليتوانية	ar-JO:الليتوانية	ar-KM:الليتوانية	ar-KW:الليتوانية	ar-LB:الليتوانية	ar-LY:الليتوانية	ar-MA:الليتوانية
ltg	ast:latgalianu	ba:латгал	bal-Latn:Latgali	blo:Latɩgalɩyaŋ Kagɩja	cs:latgalština	cv:латгал чӗлхи	cy:Latgaleg	de:Lettgallisch	de-AT:Lettgallisch	de-BE:Lettgallisch	de-CH:Lettgallisch	de-IT:Lettgallisch	de-LI:Lettgallisch	de-LU:Lettgallisch	en:Latgalian	en-001:Latgalian	en-150:Latgalian	en-AE:Latgalian	en-AG:Latgalian	en-AI:Latgalian
lu	af:Luba-Katanga	af-NA:Luba-Katanga	am:ሉባ-ካታንጋ	ar:اللوبا كاتانغا	ar-AE:اللوبا كاتانغا	ar-BH:اللوبا كاتانغا	ar-DJ:اللوبا كاتانغا	ar-DZ:اللوبا كاتانغا	ar-EG:اللوبا كاتانغا	ar-EH:اللوبا كاتانغا	ar-ER:اللوبا كاتانغا	ar-IL:اللوبا كاتانغا	ar-IQ:اللوبا كاتانغا	ar-JO:اللوبا كاتانغا	ar-KM:اللوبا كاتانغا	ar-KW:اللوبا كاتانغا	ar-LB:اللوبا كاتانغا	ar-LY:اللوبا كاتانغا	ar-MA:اللوبا كاتانغا	ar-MR:اللوبا كاتانغا
lua	af:Luba-Lulua	af-NA:Luba-Lulua	am:ሉባ-ሉሏ	ar:اللبا-لؤلؤ	ar-AE:اللبا-لؤلؤ	ar-BH:اللبا-لؤلؤ	ar-DJ:اللبا-لؤلؤ	ar-DZ:اللبا-لؤلؤ	ar-EG:اللبا-لؤلؤ	ar-EH:اللبا-لؤلؤ	ar-ER:اللبا-لؤلؤ	ar-IL:اللبا-لؤلؤ	ar-IQ:اللبا-لؤلؤ	ar-JO:اللبا-لؤلؤ	ar-KM:اللبا-لؤلؤ	ar-KW:اللبا-لؤلؤ	ar-LB:اللبا-لؤلؤ	ar-LY:اللبا-لؤلؤ	ar-MA:اللبا-لؤلؤ	ar-MR:اللبا-لؤلؤ
lui	ar:اللوسينو	ar-AE:اللوسينو	ar-BH:اللوسينو	ar-DJ:اللوسينو	ar-DZ:اللوسينو	ar-EG:اللوسينو	ar-EH:اللوسينو	ar-ER:اللوسينو	ar-IL:اللوسينو	ar-IQ:اللوسينو	ar-JO:اللوسينو	ar-KM:اللوسينو	ar-KW:اللوسينو	ar-LB:اللوسينو	ar-LY:اللوسينو	ar-MA:اللوسينو	ar-MR:اللوسينو	ar-OM:اللوسينو	ar-PS:اللوسينو	ar-QA:اللوسينو
lun	af:Lunda	af-NA:Lunda	am:ሉንዳ	ar:اللوندا	ar-AE:اللوندا	ar-BH:اللوندا	ar-DJ:اللوندا	ar-DZ:اللوندا	ar-EG:اللوندا	ar-EH:اللوندا	ar-ER:اللوندا	ar-IL:اللوندا	ar-IQ:اللوندا	ar-JO:اللوندا	ar-KM:اللوندا	ar-KW:اللوندا	ar-LB:اللوندا	ar-LY:اللوندا	ar-MA:اللوندا	ar-MR:اللوندا
luo	af:Luo	af-NA:Luo	am:ሉኦ	ar:اللو	ar-AE:اللو	ar-BH:اللو	ar-DJ:اللو	ar-DZ:اللو	ar-EG:اللو	ar-EH:اللو	ar-ER:اللو	ar-IL:اللو	ar-IQ:اللو	ar-JO:اللو	ar-KM:اللو	ar-KW:اللو	ar-LB:اللو	ar-LY:اللو	ar-MA:اللو	ar-MR:اللو
lus	af:Mizo	af-NA:Mizo	am:ሚዞ	ar:الميزو	ar-AE:الميزو	ar-BH:الميزو	ar-DJ:الميزو	ar-DZ:الميزو	ar-EG:الميزو	ar-EH:الميزو	ar-ER:الميزو	ar-IL:الميزو	ar-IQ:الميزو	ar-JO:الميزو	ar-KM:الميزو	ar-KW:الميزو	ar-LB:الميزو	ar-LY:الميزو	ar-MA:الميزو	ar-MR:الميزو
luy	af:Luyia	af-NA:Luyia	am:ሉያ	ar:لغة اللويا	ar-AE:لغة اللويا	ar-BH:لغة اللويا	ar-DJ:لغة اللويا	ar-DZ:لغة اللويا	ar-EG:لغة اللويا	ar-EH:لغة اللويا	ar-ER:لغة اللويا	ar-IL:لغة اللويا	ar-IQ:لغة اللويا	ar-JO:لغة اللويا	ar-KM:لغة اللويا	ar-KW:لغة اللويا	ar-LB:لغة اللويا	ar-LY:لغة اللويا	ar-MA:لغة اللويا	ar-MR:لغة اللويا
lv	af:Letties	af-NA:Letties	ak:Latvia kasa	am:ላትቪያኛ	ar:اللاتفية	ar-AE:اللاتفية	ar-BH:اللاتفية	ar-DJ:اللاتفية	ar-DZ:اللاتفية	ar-EG:اللاتفية	ar-EH:اللاتفية	ar-ER:اللاتفية	ar-IL:اللاتفية	ar-IQ:اللاتفية	ar-JO:اللاتفية	ar-KM:اللاتفية	ar-KW:اللاتفية	ar-LB:اللاتفية	ar-LY:اللاتفية	ar-MA:اللاتفية
lzh	ast:chinu lliterariu	br:sinaeg lennegel	ca:xinès clàssic	ca-AD:xinès clàssic	ca-ES-valencia:xinès clàssic	ca-FR:xinès clàssic	ca-IT:xinès clàssic	cs:čínština (klasická)	de:Klassisches Chinesisch	de-AT:Klassisches Chinesisch	de-BE:Klassisches Chinesisch	de-CH:Klassisches Chinesisch	de-IT:Klassisches Chinesisch	de-LI:Klassisches Chinesisch	de-LU:Klassisches Chinesisch	en:Literary Chinese	en-001:Literary Chinese	en-150:Literary Chinese	en-AE:Literary Chinese	en-AG:Literary Chinese
lzz	ast:laz	ba:лаз	blo:Laas kagɩja	ca:laz	ca-AD:laz	ca-ES-valencia:laz	ca-FR:laz	ca-IT:laz	cs:lazština	cv:лаз чӗлхи	de:Lasisch	de-AT:Lasisch	de-BE:Lasisch	de-CH:Lasisch	de-IT:Lasisch	de-LI:Lasisch	de-LU:Lasisch	en:Laz	en-001:Laz	en-150:Laz
mad	af:Madurees	af-NA:Madurees	am:ማዱረስ	ar:المادريز	ar-AE:المادريز	ar-BH:المادريز	ar-DJ:المادريز	ar-DZ:المادريز	ar-EG:المادريز	ar-EH:المادريز	ar-ER:المادريز	ar-IL:المادريز	ar-IQ:المادريز	ar-JO:المادريز	ar-KM:المادريز	ar-KW:المادريز	ar-LB:المادريز	ar-LY:المادريز	ar-MA:المادريز	ar-MR:المادريز
maf	ast:mafa	bs:mafa	bs-Latn:mafa	ca:mafa	ca-AD:mafa	ca-ES-valencia:mafa	ca-FR:mafa	ca-IT:mafa	cs:mafa	da:mafa	da-GL:mafa	de:Mafa	de-AT:Mafa	de-BE:Mafa	de-CH:Mafa	de-IT:Mafa	de-LI:Mafa	de-LU:Mafa	el:Μάφα	el-CY:Μάφα
mag	af:Magahi	af-NA:Magahi	am:ማጋሂ	ar:الماجا	ar-AE:الماجا	ar-BH:الماجا	ar-DJ:الماجا	ar-DZ:الماجا	ar-EG:الماجا	ar-EH:الماجا	ar-ER:الماجا	ar-IL:الماجا	ar-IQ:الماجا	ar-JO:الماجا	ar-KM:الماجا	ar-KW:الماجا	ar-LB:الماجا	ar-LY:الماجا	ar-MA:الماجا	ar-MR:الماجا
mai	af:Maithili	af-NA:Maithili	ak:Maetili	am:ማይቲሊ	ar:المايثيلي	ar-AE:المايثيلي	ar-BH:المايثيلي	ar-DJ:المايثيلي	ar-DZ:المايثيلي	ar-EG:المايثيلي	ar-EH:المايثيلي	ar-ER:المايثيلي	ar-IL:المايثيلي	ar-IQ:المايثيلي	ar-JO:المايثيلي	ar-KM:المايثيلي	ar-KW:المايثيلي	ar-LB:المايثيلي	ar-LY:المايثيلي	ar-MA:المايثيلي
mak	af:Makasar	af-NA:Makasar	am:ማካሳር	ar:الماكاسار	ar-AE:الماكاسار	ar-BH:الماكاسار	ar-DJ:الماكاسار	ar-DZ:الماكاسار	ar-EG:الماكاسار	ar-EH:الماكاسار	ar-ER:الماكاسار	ar-IL:الماكاسار	ar-IQ:الماكاسار	ar-JO:الماكاسار	ar-KM:الماكاسار	ar-KW:الماكاسار	ar-LB:الماكاسار	ar-LY:الماكاسار	ar-MA:الماكاسار	ar-MR:الماكاسار
man	ar:الماندينغ	ar-AE:الماندينغ	ar-BH:الماندينغ	ar-DJ:الماندينغ	ar-DZ:الماندينغ	ar-EG:الماندينغ	ar-EH:الماندينغ	ar-ER:الماندينغ	ar-IL:الماندينغ	ar-IQ:الماندينغ	ar-JO:الماندينغ	ar-KM:الماندينغ	ar-KW:الماندينغ	ar-LB:الماندينغ	ar-LY:الماندينغ	ar-MA:الماندينغ	ar-MR:الماندينغ	ar-OM:الماندينغ	ar-PS:الماندينغ	ar-QA:الماندينغ
mas	af:Masai	af-NA:Masai	am:ማሳይ	ar:الماساي	ar-AE:الماساي	ar-BH:الماساي	ar-DJ:الماساي	ar-DZ:الماساي	ar-EG:الماساي	ar-EH:الماساي	ar-ER:الماساي	ar-IL:الماساي	ar-IQ:الماساي	ar-JO:الماساي	ar-KM:الماساي	ar-KW:الماساي	ar-LB:الماساي	ar-LY:الماساي	ar-MA:الماساي	ar-MR:الماساي
mde	ar:مابا	ar-AE:مابا	ar-BH:مابا	ar-DJ:مابا	ar-DZ:مابا	ar-EG:مابا	ar-EH:مابا	ar-ER:مابا	ar-IL:مابا	ar-IQ:مابا	ar-JO:مابا	ar-KM:مابا	ar-KW:مابا	ar-LB:مابا	ar-LY:مابا	ar-MA:مابا	ar-MR:مابا	ar-OM:مابا	ar-PS:مابا	ar-QA:مابا
mdf	af:Moksha	af-NA:Moksha	am:ሞክሻ	ar:الموكشا	ar-AE:الموكشا	ar-BH:الموكشا	ar-DJ:الموكشا	ar-DZ:الموكشا	ar-EG:الموكشا	ar-EH:الموكشا	ar-ER:الموكشا	ar-IL:الموكشا	ar-IQ:الموكشا	ar-JO:الموكشا	ar-KM:الموكشا	ar-KW:الموكشا	ar-LB:الموكشا	ar-LY:الموكشا	ar-MA:الموكشا	ar-MR:الموكشا
mdr	ar:الماندار	ar-AE:الماندار	ar-BH:الماندار	ar-DJ:الماندار	ar-DZ:الماندار	ar-EG:الماندار	ar-EH:الماندار	ar-ER:الماندار	ar-IL:الماندار	ar-IQ:الماندار	ar-JO:الماندار	ar-KM:الماندار	ar-KW:الماندار	ar-LB:الماندار	ar-LY:الماندار	ar-MA:الماندار	ar-MR:الماندار	ar-OM:الماندار	ar-PS:الماندار	ar-QA:الماندار
men	af:Mende	af-NA:Mende	am:ሜንዴ	ar:الميند	ar-AE:الميند	ar-BH:الميند	ar-DJ:الميند	ar-DZ:الميند	ar-EG:الميند	ar-EH:الميند	ar-ER:الميند	ar-IL:الميند	ar-IQ:الميند	ar-JO:الميند	ar-KM:الميند	ar-KW:الميند	ar-LB:الميند	ar-LY:الميند	ar-MA:الميند	ar-MR:الميند
mer	af:Meru	af-NA:Meru	am:ሜሩ	ar:الميرو	ar-AE:الميرو	ar-BH:الميرو	ar-DJ:الميرو	ar-DZ:الميرو	ar-EG:الميرو	ar-EH:الميرو	ar-ER:الميرو	ar-IL:الميرو	ar-IQ:الميرو	ar-JO:الميرو	ar-KM:الميرو	ar-KW:الميرو	ar-LB:الميرو	ar-LY:الميرو	ar-MA:الميرو	ar-MR:الميرو
mfe	af:Morisjen	af-NA:Morisjen	am:ሞሪስየን	ar:المورسيانية	ar-AE:المورسيانية	ar-BH:المورسيانية	ar-DJ:المورسيانية	ar-DZ:المورسيانية	ar-EG:المورسيانية	ar-EH:المورسيانية	ar-ER:المورسيانية	ar-IL:المورسيانية	ar-IQ:المورسيانية	ar-JO:المورسيانية	ar-KM:المورسيانية	ar-KW:المورسيانية	ar-LB:المورسيانية	ar-LY:المورسيانية	ar-MA:المورسيانية	ar-MR:المورسيانية
mg	af:Malgassies	af-NA:Malgassies	am:ማላጋስይ	ar:الملغاشي	ar-AE:الملغاشي	ar-BH:الملغاشي	ar-DJ:الملغاشي	ar-DZ:الملغاشي	ar-EG:الملغاشي	ar-EH:الملغاشي	ar-ER:الملغاشي	ar-IL:الملغاشي	ar-IQ:الملغاشي	ar-JO:الملغاشي	ar-KM:الملغاشي	ar-KW:الملغاشي	ar-LB:الملغاشي	ar-LY:الملغاشي	ar-MA:الملغاشي	ar-MR:الملغاشي
mga	ar:الأيرلندية الوسطى	ar-AE:الأيرلندية الوسطى	ar-BH:الأيرلندية الوسطى	ar-DJ:الأيرلندية الوسطى	ar-DZ:الأيرلندية الوسطى	ar-EG:الأيرلندية الوسطى	ar-EH:الأيرلندية الوسطى	ar-ER:الأيرلندية الوسطى	ar-IL:الأيرلندية الوسطى	ar-IQ:الأيرلندية الوسطى	ar-JO:الأيرلندية الوسطى	ar-KM:الأيرلندية الوسطى	ar-KW:الأيرلندية الوسطى	ar-LB:الأيرلندية الوسطى	ar-LY:الأيرلندية الوسطى	ar-MA:الأيرلندية الوسطى	ar-MR:الأيرلندية الوسطى	ar-OM:الأيرلندية الوسطى	ar-PS:الأيرلندية الوسطى	ar-QA:الأيرلندية الوسطى
mgh	af:Makhuwa-Meetto	af-NA:Makhuwa-Meetto	am:ማኩዋ-ሜቶ	ar:ماخاوا-ميتو	ar-AE:ماخاوا-ميتو	ar-BH:ماخاوا-ميتو	ar-DJ:ماخاوا-ميتو	ar-DZ:ماخاوا-ميتو	ar-EG:ماخاوا-ميتو	ar-EH:ماخاوا-ميتو	ar-ER:ماخاوا-ميتو	ar-IL:ماخاوا-ميتو	ar-IQ:ماخاوا-ميتو	ar-JO:ماخاوا-ميتو	ar-KM:ماخاوا-ميتو	ar-KW:ماخاوا-ميتو	ar-LB:ماخاوا-ميتو	ar-LY:ماخاوا-ميتو	ar-MA:ماخاوا-ميتو	ar-MR:ماخاوا-ميتو
mgo	af:Meta’	af-NA:Meta’	am:ሜታ	ar:ميتا	ar-AE:ميتا	ar-BH:ميتا	ar-DJ:ميتا	ar-DZ:ميتا	ar-EG:ميتا	ar-EH:ميتا	ar-ER:ميتا	ar-IL:ميتا	ar-IQ:ميتا	ar-JO:ميتا	ar-KM:ميتا	ar-KW:ميتا	ar-LB:ميتا	ar-LY:ميتا	ar-MA:ميتا	ar-MR:ميتا
mh	af:Marshallees	af-NA:Marshallees	am:ማርሻሊዝ	ar:المارشالية	ar-AE:المارشالية	ar-BH:المارشالية	ar-DJ:المارشالية	ar-DZ:المارشالية	ar-EG:المارشالية	ar-EH:المارشالية	ar-ER:المارشالية	ar-IL:المارشالية	ar-IQ:المارشالية	ar-JO:المارشالية	ar-KM:المارشالية	ar-KW:المارشالية	ar-LB:المارشالية	ar-LY:المارشالية	ar-MA:المارشالية	ar-MR:المارشالية
mhn	ba:мокено	bal-Latn:Móchénó	blo:Moshenoo kagɩja	cv:мокен чӗлхи	et:mohheni	fi:mócheno	gd:Mócheno	ia:mocheno	ig:mhnn	kk:мокено тілі	kk-Arab:موكەنو ءتىلى	kk-Cyrl:мокено тілі	kk-KZ:мокено тілі	ku:moçenoyî	ku-Latn:moçenoyî	ku-Latn-IQ:moçenoyî	ku-Latn-SY:moçenoyî	ku-TR:moçenoyî	sc:mòchenu	scn:muchenu
mi	af:Maori	af-NA:Maori	ak:Mawori	am:ማኦሪ	ar:الماورية	ar-AE:الماورية	ar-BH:الماورية	ar-DJ:الماورية	ar-DZ:الماورية	ar-EG:الماورية	ar-EH:الماورية	ar-ER:الماورية	ar-IL:الماورية	ar-IQ:الماورية	ar-JO:الماورية	ar-KM:الماورية	ar-KW:الماورية	ar-LB:الماورية	ar-LY:الماورية	ar-MA:الماورية
