231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F468 1F3FE 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; man artist: medium-dark skin tone                              # E4.0   [1] (👨🏾‍🎨)
1F468 1F3FE 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; man teacher: medium-dark skin tone                             # E4.0   [1] (👨🏾‍🏫)
1F468 1F3FE 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; man factory worker: medium-dark skin tone                      # E4.0   [1] (👨🏾‍🏭)
1F468 1F3FE 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; man technologist: medium-dark skin tone                        # E4.0   [1] (👨🏾‍💻)
1F468 1F3FE 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; man office worker: medium-dark skin tone                       # E4.0   [1] (👨🏾‍💼)
1F468 1F3FE 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; man mechanic: medium-dark skin tone                            # E4.0   [1] (👨🏾‍🔧)
1F468 1F3FE 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; man scientist: medium-dark skin tone                           # E4.0   [1] (👨🏾‍🔬)
1F468 1F3FE 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; man astronaut: medium-dark skin tone                           # E4.0   [1] (👨🏾‍🚀)
1F468 1F3FE 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; man firefighter: medium-dark skin tone                         # E4.0   [1] (👨🏾‍🚒)
1F468 1F3FE 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; man with white cane: medium-dark skin tone                     # E12.0  [1] (👨🏾‍🦯)
1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right: medium-dark skin tone        # E15.1  [1] (👨🏾‍🦯‍➡️)
1F468 1F3FE 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair: medium-dark skin tone             # E12.0  [1] (👨🏾‍🦼)
1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right: medium-dark skin tone #E15.1  [1] (👨🏾‍🦼‍➡️)
1F468 1F3FE 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair: medium-dark skin tone                # E12.0  [1] (👨🏾‍🦽)
1F468 1F3FE 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right: medium-dark skin tone   # E15.1  [1] (👨🏾‍🦽‍➡️)
1F468 1F3FF 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man health worker: dark skin tone                              # E4.0   [1] (👨🏿‍⚕️)
1F468 1F3FF 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man judge: dark skin tone                                      # E4.0   [1] (👨🏿‍⚖️)
1F468 1F3FF 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man pilot: dark skin tone                                      # E4.0   [1] (👨🏿‍✈️)
1F468 1F3FF 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; man farmer: dark skin tone                                     # E4.0   [1] (👨🏿‍🌾)
1F468 1F3FF 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; man cook: dark skin tone                                       # E4.0   [1] (👨🏿‍🍳)
1F468 1F3FF 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby: dark skin tone                               # E13.0  [1] (👨🏿‍🍼)
1F468 1F3FF 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; man student: dark skin tone                                    # E4.0   [1] (👨🏿‍🎓)
1F468 1F3FF 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; man singer: dark skin tone                                     # E4.0   [1] (👨🏿‍🎤)
1F468 1F3FF 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; man artist: dark skin tone                                     # E4.0   [1] (👨🏿‍🎨)
1F468 1F3FF 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; man teacher: dark skin tone                                    # E4.0   [1] (👨🏿‍🏫)
1F468 1F3FF 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; man factory worker: dark skin tone                             # E4.0   [1] (👨🏿‍🏭)
1F468 1F3FF 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; man technologist: dark skin tone                               # E4.0   [1] (👨🏿‍💻)
1F468 1F3FF 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; man office worker: dark skin tone                              # E4.0   [1] (👨🏿‍💼)
1F468 1F3FF 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; man mechanic: dark skin tone                                   # E4.0   [1] (👨🏿‍🔧)
1F468 1F3FF 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; man scientist: dark skin tone                                  # E4.0   [1] (👨🏿‍🔬)
1F468 1F3FF 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; man astronaut: dark skin tone                                  # E4.0   [1] (👨🏿‍🚀)
1F468 1F3FF 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; man firefighter: dark skin tone                                # E4.0   [1] (👨🏿‍🚒)
1F468 1F3FF 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; man with white cane: dark skin tone                            # E12.0  [1] (👨🏿‍🦯)
1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right: dark skin tone               # E15.1  [1] (👨🏿‍🦯‍➡️)
1F468 1F3FF 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair: dark skin tone                    # E12.0  [1] (👨🏿‍🦼)
1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right: dark skin tone       # E15.1  [1] (👨🏿‍🦼‍➡️)
1F468 1F3FF 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair: dark skin tone                       # E12.0  [1] (👨🏿‍🦽)
1F468 1F3FF 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right: dark skin tone          # E15.1  [1] (👨🏿‍🦽‍➡️)
1F469 200D 2695 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman health worker                                            # E4.0   [1] (👩‍⚕️)
1F469 200D 2696 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman judge                                                    # E4.0   [1] (👩‍⚖️)
1F469 200D 2708 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman pilot                                                    # E4.0   [1] (👩‍✈️)
1F469 200D 1F33E                            ; RGI_Emoji_ZWJ_Sequence  ; woman farmer                                                   # E4.0   [1] (👩‍🌾)
1F469 200D 1F373                            ; RGI_Emoji_ZWJ_Sequence  ; woman cook                                                     # E4.0   [1] (👩‍🍳)
1F469 200D 1F37C                            ; RGI_Emoji_ZWJ_Sequence  ; woman feeding baby                                             # E13.0  [1] (👩‍🍼)
1F469 200D 1F393                            ; RGI_Emoji_ZWJ_Sequence  ; woman student                                                  # E4.0   [1] (👩‍🎓)
1F469 200D 1F3A4                            ; RGI_Emoji_ZWJ_Sequence  ; woman singer                                                   # E4.0   [1] (👩‍🎤)
1F469 200D 1F3A8                            ; RGI_Emoji_ZWJ_Sequence  ; woman artist                                                   # E4.0   [1] (👩‍🎨)
1F469 200D 1F3EB                            ; RGI_Emoji_ZWJ_Sequence  ; woman teacher                                                  # E4.0   [1] (👩‍🏫)
1F469 200D 1F3ED                            ; RGI_Emoji_ZWJ_Sequence  ; woman factory worker                                           # E4.0   [1] (👩‍🏭)
1F469 200D 1F4BB                            ; RGI_Emoji_ZWJ_Sequence  ; woman technologist                                             # E4.0   [1] (👩‍💻)
1F469 200D 1F4BC                            ; RGI_Emoji_ZWJ_Sequence  ; woman office worker                                            # E4.0   [1] (👩‍💼)
1F469 200D 1F527                            ; RGI_Emoji_ZWJ_Sequence  ; woman mechanic                                                 # E4.0   [1] (👩‍🔧)
1F469 200D 1F52C                            ; RGI_Emoji_ZWJ_Sequence  ; woman scientist                                                # E4.0   [1] (👩‍🔬)
1F469 200D 1F680                            ; RGI_Emoji_ZWJ_Sequence  ; woman astronaut                                                # E4.0   [1] (👩‍🚀)
1F469 200D 1F692                            ; RGI_Emoji_ZWJ_Sequence  ; woman firefighter                                              # E4.0   [1] (👩‍🚒)
1F469 200D 1F9AF                            ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane                                          # E12.0  [1] (👩‍🦯)
1F469 200D 1F9AF 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane facing right                             # E15.1  [1] (👩‍🦯‍➡️)
1F469 200D 1F9BC                            ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair                                  # E12.0  [1] (👩‍🦼)
1F469 200D 1F9BC 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair facing right                     # E15.1  [1] (👩‍🦼‍➡️)
1F469 200D 1F9BD                            ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair                                     # E12.0  [1] (👩‍🦽)
1F469 200D 1F9BD 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair facing right                        # E15.1  [1] (👩‍🦽‍➡️)
1F469 1F3FB 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman health worker: light skin tone                           # E4.0   [1] (👩🏻‍⚕️)
1F469 1F3FB 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman judge: light skin tone                                   # E4.0   [1] (👩🏻‍⚖️)
1F469 1F3FB 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman pilot: light skin tone                                   # E4.0   [1] (👩🏻‍✈️)
1F469 1F3FB 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; woman farmer: light skin tone                                  # E4.0   [1] (👩🏻‍🌾)
1F469 1F3FB 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; woman cook: light skin tone                                    # E4.0   [1] (👩🏻‍🍳)
1F469 1F3FB 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; woman feeding baby: light skin tone                            # E13.0  [1] (👩🏻‍🍼)
1F469 1F3FB 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; woman student: light skin tone                                 # E4.0   [1] (👩🏻‍🎓)
1F469 1F3FB 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; woman singer: light skin tone                                  # E4.0   [1] (👩🏻‍🎤)
1F469 1F3FB 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; woman artist: light skin tone                                  # E4.0   [1] (👩🏻‍🎨)
1F469 1F3FB 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; woman teacher: light skin tone                                 # E4.0   [1] (👩🏻‍🏫)
1F469 1F3FB 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; woman factory worker: light skin tone                          # E4.0   [1] (👩🏻‍🏭)
1F469 1F3FB 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; woman technologist: light skin tone                            # E4.0   [1] (👩🏻‍💻)
1F469 1F3FB 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; woman office worker: light skin tone                           # E4.0   [1] (👩🏻‍💼)
1F469 1F3FB 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; woman mechanic: light skin tone                                # E4.0   [1] (👩🏻‍🔧)
1F469 1F3FB 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; woman scientist: light skin tone                               # E4.0   [1] (👩🏻‍🔬)
1F469 1F3FB 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; woman astronaut: light skin tone                               # E4.0   [1] (👩🏻‍🚀)
1F469 1F3FB 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; woman firefighter: light skin tone                             # E4.0   [1] (👩🏻‍🚒)
1F469 1F3FB 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane: light skin tone                         # E12.0  [1] (👩🏻‍🦯)
1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane facing right: light skin tone            # E15.1  [1] (👩🏻‍🦯‍➡️)
1F469 1F3FB 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair: light skin tone                 # E12.0  [1] (👩🏻‍🦼)
1F469 1F3FB 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair facing right: light skin tone    # E15.1  [1] (👩🏻‍🦼‍➡️)
1F469 1F3FB 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair: light skin tone                    # E12.0  [1] (👩🏻‍🦽)
1F469 1F3FB 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair facing right: light skin tone       # E15.1  [1] (👩🏻‍🦽‍➡️)
1F469 1F3FC 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman health worker: medium-light skin tone                    # E4.0   [1] (👩🏼‍⚕️)
1F469 1F3FC 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman judge: medium-light skin tone                            # E4.0   [1] (👩🏼‍⚖️)
1F469 1F3FC 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman pilot: medium-light skin tone                            # E4.0   [1] (👩🏼‍✈️)
1F469 1F3FC 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; woman farmer: medium-light skin tone                           # E4.0   [1] (👩🏼‍🌾)
1F469 1F3FC 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; woman cook: medium-light skin tone                             # E4.0   [1] (👩🏼‍🍳)
1F469 1F3FC 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; woman feeding baby: medium-light skin tone                     # E13.0  [1] (👩🏼‍🍼)
1F469 1F3FC 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; woman student: medium-light skin tone                          # E4.0   [1] (👩🏼‍🎓)
1F469 1F3FC 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; woman singer: medium-light skin tone                           # E4.0   [1] (👩🏼‍🎤)
1F469 1F3FC 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; woman artist: medium-light skin tone                           # E4.0   [1] (👩🏼‍🎨)
1F469 1F3FC 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; woman teacher: medium-light skin tone                          # E4.0   [1] (👩🏼‍🏫)
1F469 1F3FC 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; woman factory worker: medium-light skin tone                   # E4.0   [1] (👩🏼‍🏭)
1F469 1F3FC 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; woman technologist: medium-light skin tone                     # E4.0   [1] (👩🏼‍💻)
1F469 1F3FC 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; woman office worker: medium-light skin tone                    # E4.0   [1] (👩🏼‍💼)
1F469 1F3FC 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; woman mechanic: medium-light skin tone                         # E4.0   [1] (👩🏼‍🔧)
1F469 1F3FC 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; woman scientist: medium-light skin tone                        # E4.0   [1] (👩🏼‍🔬)
1F469 1F3FC 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; woman astronaut: medium-light skin tone                        # E4.0   [1] (👩🏼‍🚀)
1F469 1F3FC 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; woman firefighter: medium-light skin tone                      # E4.0   [1] (👩🏼‍🚒)
1F469 1F3FC 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane: medium-light skin tone                  # E12.0  [1] (👩🏼‍🦯)
1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman with white cane facing right: medium-light skin tone     # E15.1  [1] (👩🏼‍🦯‍➡️)
1F469 1F3FC 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair: medium-light skin tone          # E12.0  [1] (👩🏼‍🦼)
1F469 1F3FC 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman in motorized wheelchair facing right: medium-light skin tone #E15.1[1] (👩🏼‍🦼‍➡️)
1F469 1F3FC 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair: medium-light skin tone             # E12.0  [1] (👩🏼‍🦽)
1F469 1F3FC 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; woman in manual wheelchair facing right: medium-light skin tone #E15.1  [1] (👩🏼‍🦽‍➡️)
1F469 1F3FD 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman health worker: medium skin tone                          # E4.0   [1] (👩🏽‍⚕️)
1F469 1F3FD 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman judge: medium skin tone                                  # E4.0   [1] (👩🏽‍⚖️)
1F469 1F3FD 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman pilot: medium skin tone                                  # E4.0   [1] (👩🏽‍✈️)
